date_name,Rain,Wind speed,Wind direction,Temp,Moisture,UV,AQI,SO2,CO,PM10,NO2,O3(8hr),PM2.5,LastdayAQI
2022/8/22,0,1.4,156,30.1,72,11,51,5,2,21,33,51,32,32
2022/8/21,0,1.9,263,29,75,10,32,5,2,18,25,25,32,33
2022/8/20,0,2,224,28.7,79,10,33,8,2,22,22,27,33,33
2022/8/19,4,1.2,198,28.4,83,11,33,2,3,16,33,25,27,25
2022/8/18,0,1.1,5,28.1,84,9,25,2,2,12,25,22,15,33
2022/8/17,4.5,1.2,178,28.6,84,4,33,2,2,16,33,32,24,29
2022/8/16,0,1.2,178,29.9,74,11,29,2,2,14,22,29,25,28
2022/8/15,1,1.5,188,29.6,80,10,28,2,1,14,13,28,21,37
2022/8/14,0,1.3,40,29.5,79,6,37,2,2,14,18,37,23,30
2022/8/13,0,1.4,158,29.8,71,12,30,2,2,12,28,30,22,29
2022/8/12,0,1.6,179,29.2,77,12,29,5,3,16,23,28,29,38
2022/8/11,1,1.3,194,29.2,79,12,38,2,2,16,30,38,29,36
2022/8/10,0,1.4,174,29.5,72,9,36,2,2,19,28,33,36,44
2022/8/9,0,1.5,83,29.2,75,6,44,2,2,20,25,44,32,48
2022/8/8,0,1.2,91,29.2,75,10,48,2,3,20,35,48,27,36
2022/8/7,0,1.2,61,29.1,74,9,36,2,2,14,23,36,20,27
2022/8/6,0,1.3,156,29.7,69,12,27,2,2,13,27,21,15,28
2022/8/5,0,1.1,178,29,75,9,28,2,2,15,28,23,18,45
2022/8/4,2.5,1.4,78,28.1,81,11,45,0,3,16,45,40,26,51
2022/8/3,3,1.3,4,28.2,78,9,51,5,3,19,27,51,29,42
2022/8/2,26,1.1,139,27,84,2,42,2,5,18,42,27,37,50
2022/8/1,0,1.8,97,29.7,72,10,50,8,3,24,45,50,49,33
2022/7/31,0,1.6,260,29.4,74,12,33,2,2,17,22,33,25,33
2022/7/30,16,1.1,150,28.2,82,12,33,5,3,13,33,20,19,42
2022/7/29,0,1.5,193,30,72,11,42,2,2,23,25,34,42,33
2022/7/28,0,1.3,2,30,73,11,33,5,2,17,27,33,30,24
2022/7/27,0,1.4,206,29.9,75,11,24,2,2,15,22,24,21,30
2022/7/26,0,1.7,244,29.5,78,9,30,2,2,14,17,30,23,38
2022/7/25,0,1.3,187,30.5,74,11,38,2,2,17,18,38,30,25
2022/7/24,0,1.9,263,29.9,78,12,25,8,2,15,25,23,24,25
2022/7/23,0,2.1,224,30.2,76,12,25,8,2,16,25,24,24,25
2022/7/22,0,2.1,184,30,77,12,25,5,2,15,25,23,22,23
2022/7/21,0,2.3,158,29.5,76,12,23,8,2,16,23,21,10,31
2022/7/20,5,1.8,265,29.3,81,12,31,5,3,21,25,31,20,26
2022/7/19,0,2.1,155,29.6,79,12,26,5,2,21,23,23,26,20
2022/7/18,0,3.7,229,30.3,69,8,20,2,2,20,20,20,19,26
2022/7/17,0,5,238,31.1,65,11,26,2,2,17,12,26,18,32
2022/7/16,0,4.7,242,31.4,61,11,32,2,2,13,15,32,16,24
2022/7/15,0,4.2,237,30.3,62,8,24,2,2,14,17,24,17,27
2022/7/14,0,1.8,178,29.7,72,11,27,5,2,14,25,27,19,31
2022/7/13,0,1.3,203,29.8,74,10,31,2,2,12,20,31,18,20
2022/7/12,0,1.7,239,29.7,77,10,20,2,2,10,20,18,11,17
2022/7/11,0,1.9,246,29.6,79,10,17,2,2,14,17,17,17,20
2022/7/10,0,2.3,188,29.7,79,12,20,2,2,14,20,17,17,31
2022/7/9,0,2.1,272,29,82,11,31,0,2,19,25,31,25,23
2022/7/8,0,1.4,272,29.3,76,10,23,0,2,13,23,18,15,32
2022/7/7,0,1.4,279,28.8,78,13,32,2,2,17,23,32,23,32
2022/7/6,1.5,2,262,28.3,80,12,32,2,2,18,32,27,16,33
2022/7/5,6,2,198,28.2,78,12,33,2,3,19,33,29,18,30
2022/7/4,0.5,2.5,83,28.8,77,12,30,2,2,19,22,30,22,30
2022/7/3,0,2.3,193,28.9,79,9,30,5,2,21,18,30,20,29
2022/7/2,0,1.3,136,27.8,81,7,29,2,2,16,25,29,27,80
2022/7/1,0,1.2,96,29.2,77,11,80,2,3,26,33,80,40,32
2022/6/30,0.5,1.4,270,28.3,80,10,32,2,2,21,28,32,23,39
2022/6/29,65.5,1.6,25,27.5,84,7,39,2,2,20,32,39,27,30
2022/6/28,0,1.2,82,28.9,77,9,30,2,2,19,30,30,24,28
2022/6/27,0,1.4,6,29.1,72,12,28,2,2,16,28,23,20,38
2022/6/26,0,1.6,83,28,75,11,38,2,2,14,38,29,16,35
2022/6/25,12,1.9,139,26.9,80,10,35,8,2,15,35,28,15,27
2022/6/24,0,2.2,152,27.9,79,11,27,5,2,15,27,23,13,31
2022/6/23,0,1.9,148,28.8,77,11,31,5,2,19,22,31,31,35
2022/6/22,0,2.2,222,29.3,73,11,35,2,2,15,35,19,24,30
2022/6/21,0,1.8,269,28.7,75,9,30,5,2,17,30,20,28,35
2022/6/20,0,3,189,28.7,74,12,35,8,2,18,22,20,35,41
2022/6/19,0,2.4,253,28.6,75,12,41,5,2,21,28,21,41,23
2022/6/18,0,2.6,249,28.2,77,11,23,5,2,16,23,21,23,27
2022/6/17,0.5,2.6,266,27.4,82,7,27,5,2,16,27,13,19,33
2022/6/16,7,1.4,26,25.7,87,8,33,5,3,14,33,21,12,33
2022/6/15,10,1.4,58,25.8,89,8,33,2,5,17,33,14,18,21
2022/6/14,0,4.7,240,28.8,72,10,21,5,1,12,13,21,9,32
2022/6/13,0,3.7,242,27.8,77,12,32,5,2,17,32,23,14,36
2022/6/12,20.5,1.6,88,25,92,5,36,0,3,11,28,36,10,33
2022/6/11,9.5,2.7,238,26.6,78,8,33,2,2,13,23,33,15,27
2022/6/10,2.5,2.3,246,27,83,11,27,2,3,18,27,26,20,35
2022/6/9,14.5,0.9,95,24.9,91,5,35,2,5,14,35,34,25,47
2022/6/8,83,1.5,75,22.9,96,3,47,0,5,9,47,26,16,43
2022/6/7,67.5,1.2,21,23.9,96,3,43,2,3,11,43,30,17,26
2022/6/6,39,4.6,239,27.8,77,6,26,0,2,16,17,26,13,22
2022/6/5,0,5.9,238,30,65,12,22,2,1,20,10,22,11,22
2022/6/4,0,3.4,235,28.8,74,11,22,5,1,12,18,22,11,22
2022/6/3,0,3.2,256,28.5,76,11,22,5,2,13,22,18,13,28
2022/6/2,0,3.1,236,28.6,76,11,28,8,2,16,28,20,13,33
2022/6/1,0,3.1,249,28,82,12,33,2,2,15,33,17,14,32
2022/5/31,15,1.2,127,26.6,89,7,32,2,3,13,32,27,17,30
2022/5/30,0,2.7,262,28,80,12,30,2,2,14,30,20,15,24
2022/5/29,0,2.6,252,27.6,79,10,24,8,2,15,18,24,17,23
2022/5/28,3.5,2.9,261,26.7,85,12,23,5,2,15,23,23,19,56
2022/5/27,57.5,0.8,4,23.2,96,4,56,2,6,13,56,25,28,35
2022/5/26,73.5,1.2,6,23.3,96,4,35,0,5,6,35,27,6,50
2022/5/25,69.5,1,6,23.3,96,4,50,0,6,8,50,11,12,40
2022/5/24,71,1.6,62,22.6,93,3,40,2,3,13,40,28,23,40
2022/5/23,0,1.1,41,23,91,4,40,5,5,16,40,36,23,31
2022/5/22,0,1.2,34,22.9,86,4,31,5,3,16,28,31,27,36
2022/5/21,0.5,1.7,36,22.5,83,4,36,2,2,17,23,36,18,40
2022/5/20,0,1.6,36,23.5,86,8,40,2,2,13,28,40,18,44
2022/5/19,0,1.6,36,25.1,80,7,44,2,3,14,30,44,18,49
2022/5/18,0,1.8,36,23.8,76,10,49,2,3,20,25,49,25,80
2022/5/17,3,2,50,19.9,76,8,80,5,3,18,30,80,35,50
2022/5/16,55.5,2.1,64,16.8,94,3,50,0,2,3,25,50,12,50
2022/5/15,23.5,2,47,18.5,93,4,50,0,2,7,13,50,12,40
2022/5/14,53,1.6,34,21.2,94,2,40,0,2,6,22,40,10,30
2022/5/13,5.5,2.7,57,25.3,81,9,30,2,2,16,30,22,18,39
2022/5/12,5,1.1,25,24.7,88,8,39,5,5,21,32,39,34,30
2022/5/11,24.5,1.2,5,24.1,89,8,30,2,2,9,30,29,17,40
2022/5/10,0,0.9,331,24.8,80,10,40,5,3,14,40,31,24,54
2022/5/9,0,1.3,30,23.9,87,5,54,5,5,24,54,23,38,33
2022/5/8,0,1.8,32,23.8,85,9,33,2,2,18,20,33,26,44
2022/5/7,0,1.7,27,24.3,79,9,44,5,2,17,38,44,24,44
2022/5/6,0,1.6,36,23.7,83,10,44,5,3,12,40,44,17,42
2022/5/5,0,1.4,44,22.5,89,3,42,2,2,10,27,42,10,49
2022/5/4,0,1.6,94,23.8,74,8,49,5,3,10,27,49,18,40
2022/5/3,0,2.4,56,20.8,73,6,40,2,2,12,22,40,17,44
2022/5/2,21,2.4,58,15.6,89,3,44,2,3,11,27,44,33,45
2022/5/1,10,2.2,51,18.4,85,3,45,2,2,9,15,45,23,43
2022/4/30,0,2,41,21.3,82,5,43,2,3,18,22,43,31,43
2022/4/29,0,2.2,61,24.7,82,10,43,5,3,24,32,41,43,54
2022/4/28,0,1.2,6,25.9,82,7,54,2,3,30,27,46,54,55
2022/4/27,0,1.5,46,26.7,81,9,55,5,3,28,28,24,55,37
2022/4/26,0,3.2,174,27,83,11,37,2,2,21,22,21,37,50
2022/4/25,0,1.7,261,26.3,84,8,50,2,3,21,28,20,50,50
2022/4/24,0,1.1,269,26.4,82,8,50,2,3,24,33,24,50,54
2022/4/23,2,1.3,243,25.7,84,10,54,2,6,25,51,33,54,53
2022/4/22,0,0.9,302,25.9,75,11,53,2,6,26,52,41,53,59
2022/4/21,0,0.9,98,22.9,82,6,59,2,7,30,52,50,59,61
2022/4/20,6,1.4,83,19.5,85,6,61,5,6,25,47,61,61,85
2022/4/19,12.5,1.9,56,16.2,87,3,85,5,6,35,45,49,85,71
2022/4/18,0,1.6,27,19,80,5,71,5,3,39,35,49,71,63
2022/4/17,3.5,1.7,43,17.7,76,4,63,5,5,31,32,44,63,61
2022/4/16,0,2.7,58,18.7,65,5,61,5,3,39,18,58,61,39
2022/4/15,0,3,30,18.7,82,7,39,0,2,11,18,39,27,44
2022/4/14,36.5,2,61,22.2,80,8,44,5,3,21,33,43,44,42
2022/4/13,0,1.4,254,24.8,74,10,42,5,3,18,38,28,42,58
2022/4/12,0,1,247,24.7,77,11,58,10,6,24,51,23,58,73
2022/4/11,0,0.9,250,24.7,75,10,73,2,6,32,55,28,73,86
2022/4/10,0,1,286,24.5,70,10,86,8,6,42,42,61,86,84
2022/4/9,0,1.5,90,23.6,62,10,84,5,5,30,40,84,60,41
2022/4/8,0,2.4,52,23.3,57,9,41,2,2,19,22,41,35,52
2022/4/7,0,2.4,39,21.7,68,10,52,5,2,23,22,43,52,54
2022/4/6,0,1.7,3,21.2,74,9,54,5,3,29,33,46,54,71
2022/4/5,0,1.1,352,19.6,81,10,71,5,3,29,50,71,53,48
2022/4/4,0,2.4,54,19.1,66,11,48,2,2,23,22,48,34,44
2022/4/3,2.5,3,53,15,74,3,44,5,2,17,15,44,37,44
2022/4/2,32.5,2.8,34,13.5,90,2,44,5,2,11,17,44,32,52
2022/4/1,0,3.3,43,15.7,75,6,52,0,3,31,18,44,52,54
2022/3/31,0,2,35,19.8,91,7,54,5,3,22,35,44,54,75
2022/3/30,0,1.6,82,22,88,5,75,5,5,38,47,42,75,55
2022/3/29,4,1.4,34,20.1,90,9,55,2,8,27,55,43,42,37
2022/3/28,73,2,35,15.5,92,1,37,2,3,12,35,37,34,44
2022/3/27,51,2.2,41,16,90,3,44,2,3,14,20,44,38,40
2022/3/26,29,3.8,229,24.4,79,7,40,2,3,15,22,23,40,87
2022/3/25,0.5,1,249,21.2,90,8,87,2,9,40,57,47,87,55
2022/3/24,1,1.1,35,17.6,87,3,55,5,9,22,55,35,54,40
2022/3/23,31,2,40,14.5,92,0,40,2,3,8,27,40,26,38
2022/3/22,12.5,2,34,17.3,92,2,38,2,2,17,28,34,38,91
2022/3/21,7,1.2,356,20.7,92,4,91,2,5,47,40,38,91,69
2022/3/20,0,1.1,295,22.4,83,8,69,2,5,36,33,58,69,53
2022/3/19,0,1.4,58,20.6,76,8,53,8,5,24,47,51,53,53
2022/3/18,0,1.9,50,20.9,79,4,53,5,6,24,50,33,53,83
2022/3/17,11.5,1.3,264,22.7,82,8,83,2,3,41,32,40,83,108
2022/3/16,0,1.2,278,21.2,87,8,108,5,6,53,48,54,108,84
2022/3/15,0,1.6,101,21.5,81,8,84,8,5,43,52,44,84,61
2022/3/14,0,1,3,23.1,65,7,61,5,6,28,58,44,61,75
2022/3/13,0,1.3,178,22.5,70,9,75,5,5,35,50,42,75,88
2022/3/12,0,1,249,19.6,80,9,88,12,7,38,62,34,88,78
2022/3/11,0,1.2,26,19.4,70,9,78,12,6,38,64,54,78,72
2022/3/10,0,1.2,268,18.4,79,9,72,5,8,38,61,43,72,67
2022/3/9,0,1.3,82,17.5,75,8,67,5,5,34,40,67,52,40
2022/3/8,0,2.3,60,16.2,58,8,40,5,2,20,28,40,32,40
2022/3/7,22,1.9,360,14.1,90,1,40,5,2,9,22,40,25,58
2022/3/6,0,1.9,50,20.4,67,7,58,2,3,34,20,58,53,72
2022/3/5,0,1.8,60,21.1,74,6,72,8,6,38,60,50,72,112
2022/3/4,0,1.2,238,20.1,83,7,112,5,11,68,69,50,112,98
2022/3/3,0,1,18,20.5,79,7,98,5,8,58,60,74,98,109
2022/3/2,0,1.8,52,20.2,79,6,109,5,6,56,33,74,109,52
2022/3/1,0,1.1,29,21.9,74,9,52,5,6,22,52,25,50,90
2022/2/28,0,0.8,62,19.7,73,9,90,5,11,41,69,84,90,58
2022/2/27,0,1.7,95,18.9,70,8,58,5,5,28,40,58,58,62
2022/2/26,0,1.1,3,17.3,88,5,62,2,6,37,45,44,62,40
2022/2/25,0,1.7,32,16.1,82,8,40,5,3,17,40,34,34,35
2022/2/24,0,2.8,52,13.7,76,8,35,2,3,13,25,35,34,43
2022/2/23,31,2.8,50,12.7,90,2,43,2,2,3,25,43,17,35
2022/2/22,16.5,2.6,56,15,90,2,35,2,2,3,23,35,15,37
2022/2/21,14,2.3,63,13.1,87,3,37,0,3,5,37,36,25,37
2022/2/20,18.5,3.4,46,10.2,88,3,37,2,3,11,13,37,35,36
2022/2/19,19,2.4,37,14.4,94,2,36,2,2,6,17,36,19,35
2022/2/18,3.5,1.7,35,15.9,92,3,35,5,3,7,33,35,23,36
2022/2/17,0,2.1,32,16.4,86,2,36,2,3,13,23,36,33,59
2022/2/16,0,2.2,59,17,78,5,59,2,3,33,23,43,59,53
2022/2/15,0,1.8,30,16.5,72,3,53,2,5,32,32,42,53,43
2022/2/14,27.5,2,53,14.1,85,2,43,2,5,19,38,39,43,38
2022/2/13,12,1.7,29,17.1,89,3,38,2,3,20,20,37,38,38
2022/2/12,0,1.5,39,17.1,92,2,38,2,3,24,27,38,38,50
2022/2/11,0,0.7,1,17.3,90,6,50,5,5,30,50,35,45,50
2022/2/10,0,1.5,4,16.1,92,2,50,2,5,15,50,32,33,31
2022/2/9,11,1.2,23,15.9,90,4,31,2,3,17,27,29,31,32
2022/2/8,0.5,2.3,42,15,84,4,32,2,2,13,23,32,26,40
2022/2/7,12.5,1.5,40,15,86,3,40,2,6,12,40,24,30,43
2022/2/6,0,2.2,57,15.1,75,7,43,2,3,13,20,43,35,47
2022/2/5,0,2.4,41,13.8,79,3,47,0,3,18,15,41,47,39
2022/2/4,0.5,2.2,54,13.8,90,3,39,2,2,10,12,39,24,41
2022/2/3,19,1.8,58,14.8,95,0,41,2,3,3,13,41,14,43
2022/2/2,1,1.8,35,15.7,94,2,43,2,3,6,8,43,19,44
2022/2/1,15.5,1.2,65,15.6,88,2,44,5,3,14,23,33,44,45
2022/1/31,0,2.3,52,15.5,65,6,45,2,2,24,22,37,45,34
2022/1/30,2.5,2.2,29,12.8,87,2,34,2,3,10,13,34,24,34
2022/1/29,6,2.3,38,15.7,90,2,34,2,2,7,15,34,21,35
2022/1/28,0.5,2.4,36,17.8,88,3,35,0,3,14,23,35,33,67
2022/1/27,0,1.8,50,19.3,89,6,67,5,5,38,32,38,67,56
2022/1/26,0,1.2,323,19.3,88,5,56,5,5,32,28,37,56,44
2022/1/25,0,1.9,30,18.7,82,6,44,8,5,21,37,33,44,33
2022/1/24,1,1.7,51,17.1,90,2,33,2,3,16,28,30,33,56
2022/1/23,1,1.1,2,17.8,97,2,56,2,5,21,45,21,56,50
2022/1/22,23,1.5,26,18.2,91,3,50,2,5,12,50,28,31,52
2022/1/21,29,1.7,9,16.9,92,2,52,2,6,10,52,35,32,38
2022/1/20,0.5,2.8,61,18.3,72,5,38,2,3,12,20,38,24,33
2022/1/19,0,2.5,31,17.4,79,6,33,2,2,14,25,33,31,34
2022/1/18,0,2.2,47,16.6,82,4,34,2,3,11,28,34,28,36
2022/1/17,2,2.1,34,16.2,90,1,36,2,5,11,27,36,30,62
2022/1/16,0,1.8,29,17.4,82,5,62,8,5,28,30,37,62,59
2022/1/15,0,1.6,56,16.4,80,5,59,8,5,29,53,38,59,76
2022/1/14,0,1.7,56,14.7,61,5,76,5,6,41,56,34,76,87
2022/1/13,0,1.9,23,13.5,72,1,87,5,6,43,43,43,87,52
2022/1/12,0,2,55,13,75,2,52,8,5,23,52,31,49,87
2022/1/11,2,2.9,52,13.2,77,2,87,5,7,40,37,33,87,38
2022/1/10,0,1.7,16,17.4,82,3,38,2,3,18,30,32,38,46
2022/1/9,0,1.8,60,17.2,76,4,46,2,3,23,20,38,46,37
2022/1/8,0.5,2.2,59,16.2,74,5,37,2,3,20,27,35,37,42
2022/1/7,1,2.4,61,15.8,77,4,42,2,3,21,37,32,42,54
2022/1/6,4,2.5,36,16.5,83,3,54,5,3,21,54,31,43,65
2022/1/5,0,1,19,18.1,89,2,65,5,6,29,56,31,65,43
2022/1/4,0,1.4,56,18.8,79,5,43,5,5,16,43,36,36,78
2022/1/3,0,1.6,37,17.9,76,5,78,5,6,42,47,45,78,47
2022/1/2,0,2,34,16.9,77,5,47,10,3,23,38,39,47,39
2022/1/1,0,1.3,7,16.6,82,4,39,8,3,17,27,32,39,53
